gorev,kategori,model,dil,tekrar,gecti_sayisi,pass_at_1,pass_at_k,pass_at_k_gecerli,gecen_min,gecen_max,toplam,kararli,hata_tipleri,ort_completion_tok
trc_010,mantik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,74
trc_010,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,68
trc_011,mantik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,45
trc_011,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,49
trc_012,mantik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,48
trc_012,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,43
trc_013,mantik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,81
trc_013,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,78
trc_014,ozyineleme,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,50
trc_014,ozyineleme,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,54
trc_015,ozyineleme,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,75
trc_015,ozyineleme,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,70
trc_016,ozyineleme,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,67
trc_016,ozyineleme,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,59
trc_017,ozyineleme,qwen2.5:3b,tr,5,4,0.8,1.0,True,0,6,6,False,,69
trc_017,ozyineleme,qwen2.5:3b,en,5,4,0.8,1.0,True,0,6,6,False,eksik_fonksiyon,42
trc_018,sayma,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,28
trc_018,sayma,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,21
trc_019,sayma,qwen2.5:3b,tr,5,0,0.0,0.0,True,0,4,6,False,,142
trc_019,sayma,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,83
trc_020,sayma,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,111
trc_020,sayma,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,98
trc_021,diziler,qwen2.5:3b,tr,5,0,0.0,0.0,True,0,2,6,False,syntax,60
trc_021,diziler,qwen2.5:3b,en,5,0,0.0,0.0,True,4,4,6,True,,81
trc_022,diziler,qwen2.5:3b,tr,5,0,0.0,0.0,True,1,4,6,False,,81
trc_022,diziler,qwen2.5:3b,en,5,0,0.0,0.0,True,4,4,6,True,,73
trc_023,ozyineleme,qwen2.5:3b,tr,5,4,0.8,1.0,True,3,6,6,False,,67
trc_023,ozyineleme,qwen2.5:3b,en,5,4,0.8,1.0,True,1,6,6,False,,61
trc_024,mantik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,82
trc_024,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,60
trc_025,string,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,44
trc_025,string,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,25
trc_026,string,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,46
trc_026,string,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,34
trc_027,string,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,45
trc_027,string,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,34
trc_028,diziler,qwen2.5:3b,tr,5,0,0.0,0.0,True,0,2,6,False,,58
trc_028,diziler,qwen2.5:3b,en,5,0,0.0,0.0,True,5,5,6,True,,72
trc_029,string,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,65
trc_029,string,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,43
trc_030,mantik,qwen2.5:3b,tr,5,1,0.2,1.0,True,3,6,6,False,,128
trc_030,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,80
trc_031,ozyineleme,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,79
trc_031,ozyineleme,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,39
trc_032,matematik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,48
trc_032,matematik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,62
trc_033,diziler,qwen2.5:3b,tr,5,1,0.2,1.0,True,4,6,6,False,,56
trc_033,diziler,qwen2.5:3b,en,5,3,0.6,1.0,True,4,6,6,False,,53
trc_034,string,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,31
trc_034,string,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,29
trc_035,matematik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,33
trc_035,matematik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,28
trc_036,diziler,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,29
trc_036,diziler,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,29
trc_037,string,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,55
trc_037,string,qwen2.5:3b,en,5,0,0.0,0.0,True,3,5,6,False,,39
trc_038,matematik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,43
trc_038,matematik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,36
trc_039,mantik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,48
trc_039,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,61
trc_040,mantik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,48
trc_040,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,43
trc_041,mantik,qwen2.5:3b,tr,5,0,0.0,0.0,True,0,0,6,True,,98
trc_041,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,68
trc_042,ozyineleme,qwen2.5:3b,tr,5,4,0.8,1.0,True,0,6,6,False,eksik_fonksiyon,69
trc_042,ozyineleme,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,80
trc_043,ozyineleme,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,79
trc_043,ozyineleme,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,63
trc_044,ozyineleme,qwen2.5:3b,tr,5,0,0.0,0.0,True,0,2,6,False,,66
trc_044,ozyineleme,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,85
trc_045,sayma,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,35
trc_045,sayma,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,43
trc_046,sayma,qwen2.5:3b,tr,5,0,0.0,0.0,True,3,3,6,True,,120
trc_046,sayma,qwen2.5:3b,en,5,3,0.6,1.0,True,3,6,6,False,,79
trc_047,sayma,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,111
trc_047,sayma,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,98
trc_048,matematik,qwen2.5:3b,tr,5,0,0.0,0.0,True,4,4,6,True,,44
trc_048,matematik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,81
trc_049,diziler,qwen2.5:3b,tr,5,0,0.0,0.0,True,3,5,6,False,,68
trc_049,diziler,qwen2.5:3b,en,5,4,0.8,1.0,True,5,6,6,False,,64
trc_050,matematik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,36
trc_050,matematik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,30
trc_051,diziler,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,34
trc_051,diziler,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,47
trc_052,string,qwen2.5:3b,tr,5,2,0.4,1.0,True,5,6,6,False,,61
trc_052,string,qwen2.5:3b,en,5,0,0.0,0.0,True,4,5,6,False,,41
trc_053,matematik,qwen2.5:3b,tr,5,3,0.6,1.0,True,1,6,6,False,,58
trc_053,matematik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,46
trc_054,mantik,qwen2.5:3b,tr,5,1,0.2,1.0,True,2,6,6,False,,82
trc_054,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,77
trc_055,mantik,qwen2.5:3b,tr,5,1,0.2,1.0,True,0,6,6,False,syntax,55
trc_055,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,70
trc_056,mantik,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,93
trc_056,mantik,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,75
trc_057,ozyineleme,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,75
trc_057,ozyineleme,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,97
trc_058,ozyineleme,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,84
trc_058,ozyineleme,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,67
trc_059,ozyineleme,qwen2.5:3b,tr,5,0,0.0,0.0,True,0,0,6,True,,61
trc_059,ozyineleme,qwen2.5:3b,en,5,2,0.4,1.0,True,1,6,6,False,,83
trc_060,sayma,qwen2.5:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,30
trc_060,sayma,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,54
trc_061,sayma,qwen2.5:3b,tr,5,4,0.8,1.0,True,4,6,6,False,,136
trc_061,sayma,qwen2.5:3b,en,5,0,0.0,0.0,True,3,4,6,False,,85
trc_062,sayma,qwen2.5:3b,tr,5,2,0.4,1.0,True,4,6,6,False,,137
trc_062,sayma,qwen2.5:3b,en,5,5,1.0,1.0,True,6,6,6,True,,103
trc_001,diziler,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,5,5,6,True,,217
trc_001,diziler,qwen2.5-coder:1.5b,en,5,0,0.0,0.0,True,4,5,6,False,,77
trc_002,string,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,212
trc_002,string,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,24
trc_003,matematik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,171
trc_003,matematik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,62
trc_004,diziler,qwen2.5-coder:1.5b,tr,5,2,0.4,1.0,True,3,6,6,False,,202
trc_004,diziler,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,53
trc_005,string,qwen2.5-coder:1.5b,tr,5,3,0.6,1.0,True,5,6,6,False,,228
trc_005,string,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,27
trc_006,matematik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,69
trc_006,matematik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,28
trc_007,diziler,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,251
trc_007,diziler,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,20
trc_008,string,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,5,5,6,True,,167
trc_008,string,qwen2.5-coder:1.5b,en,5,0,0.0,0.0,True,5,5,6,True,,35
trc_009,matematik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,126
trc_009,matematik,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,33
trc_010,mantik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,236
trc_010,mantik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,72
trc_011,mantik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,212
trc_011,mantik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,37
trc_012,mantik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,173
trc_012,mantik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,45
trc_013,mantik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,130
trc_013,mantik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,72
trc_014,ozyineleme,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,160
trc_014,ozyineleme,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,72
trc_015,ozyineleme,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,142
trc_015,ozyineleme,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,80
trc_016,ozyineleme,qwen2.5-coder:1.5b,tr,5,3,0.6,1.0,True,2,6,6,False,,211
trc_016,ozyineleme,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,,52
trc_017,ozyineleme,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,178
trc_017,ozyineleme,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,41
trc_018,sayma,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,135
trc_018,sayma,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,19
trc_019,sayma,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,0,5,6,False,,222
trc_019,sayma,qwen2.5-coder:1.5b,en,5,0,0.0,0.0,True,4,4,6,True,,73
trc_020,sayma,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,288
trc_020,sayma,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,101
trc_021,diziler,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,2,5,6,False,,285
trc_021,diziler,qwen2.5-coder:1.5b,en,5,0,0.0,0.0,True,2,3,6,False,,37
trc_022,diziler,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,2,5,6,False,,226
trc_022,diziler,qwen2.5-coder:1.5b,en,5,0,0.0,0.0,True,2,2,6,True,,36
trc_023,ozyineleme,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,1,3,6,False,,164
trc_023,ozyineleme,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,34
trc_024,mantik,qwen2.5-coder:1.5b,tr,5,3,0.6,1.0,True,3,6,6,False,,246
trc_024,mantik,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,56
trc_025,string,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,213
trc_025,string,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,25
trc_026,string,qwen2.5-coder:1.5b,tr,5,4,0.8,1.0,True,3,6,6,False,,171
trc_026,string,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,35
trc_027,string,qwen2.5-coder:1.5b,tr,5,4,0.8,1.0,True,3,6,6,False,,183
trc_027,string,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,36
trc_028,diziler,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,5,5,6,True,,233
trc_028,diziler,qwen2.5-coder:1.5b,en,5,0,0.0,0.0,True,2,4,6,False,,44
trc_029,string,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,139
trc_029,string,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,22
trc_030,mantik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,231
trc_030,mantik,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,4,6,6,False,,74
trc_031,ozyineleme,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,164
trc_031,ozyineleme,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,,40
trc_032,matematik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,167
trc_032,matematik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,58
trc_033,diziler,qwen2.5-coder:1.5b,tr,5,1,0.2,1.0,True,3,6,6,False,,210
trc_033,diziler,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,50
trc_034,string,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,230
trc_034,string,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,31
trc_035,matematik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,50
trc_035,matematik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,30
trc_036,diziler,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,234
trc_036,diziler,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,20
trc_037,string,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,5,5,6,True,,165
trc_037,string,qwen2.5-coder:1.5b,en,5,0,0.0,0.0,True,5,5,6,True,,34
trc_038,matematik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,147
trc_038,matematik,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,37
trc_039,mantik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,184
trc_039,mantik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,37
trc_040,mantik,qwen2.5-coder:1.5b,tr,5,3,0.6,1.0,True,3,6,6,False,,146
trc_040,mantik,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,40
trc_041,mantik,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,0,0,6,True,,253
trc_041,mantik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,77
trc_042,ozyineleme,qwen2.5-coder:1.5b,tr,5,2,0.4,1.0,True,0,6,6,False,runtime_import,174
trc_042,ozyineleme,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,63
trc_043,ozyineleme,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,223
trc_043,ozyineleme,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,61
trc_044,ozyineleme,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,156
trc_044,ozyineleme,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,35
trc_045,sayma,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,195
trc_045,sayma,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,23
trc_046,sayma,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,1,5,6,False,,163
trc_046,sayma,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,60
trc_047,sayma,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,281
trc_047,sayma,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,99
trc_048,matematik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,195
trc_048,matematik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,68
trc_049,diziler,qwen2.5-coder:1.5b,tr,5,1,0.2,1.0,True,1,6,6,False,,204
trc_049,diziler,qwen2.5-coder:1.5b,en,5,3,0.6,1.0,True,0,6,6,False,syntax,54
trc_050,matematik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,50
trc_050,matematik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,30
trc_051,diziler,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,155
trc_051,diziler,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,21
trc_052,string,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,5,5,6,True,,232
trc_052,string,qwen2.5-coder:1.5b,en,5,0,0.0,0.0,True,5,5,6,True,,41
trc_053,matematik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,161
trc_053,matematik,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,0,6,6,False,syntax,44
trc_054,mantik,qwen2.5-coder:1.5b,tr,5,4,0.8,1.0,True,0,6,6,False,,245
trc_054,mantik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,71
trc_055,mantik,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,4,5,6,False,,243
trc_055,mantik,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,2,6,6,False,,52
trc_056,mantik,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,149
trc_056,mantik,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,83
trc_057,ozyineleme,qwen2.5-coder:1.5b,tr,5,3,0.6,1.0,True,3,6,6,False,,203
trc_057,ozyineleme,qwen2.5-coder:1.5b,en,5,3,0.6,1.0,True,3,6,6,False,,92
trc_058,ozyineleme,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,295
trc_058,ozyineleme,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,63
trc_059,ozyineleme,qwen2.5-coder:1.5b,tr,5,0,0.0,0.0,True,0,2,6,False,syntax,327
trc_059,ozyineleme,qwen2.5-coder:1.5b,en,5,1,0.2,1.0,True,0,6,6,False,,34
trc_060,sayma,qwen2.5-coder:1.5b,tr,5,3,0.6,1.0,True,1,6,6,False,,228
trc_060,sayma,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,32
trc_061,sayma,qwen2.5-coder:1.5b,tr,5,1,0.2,1.0,True,5,6,6,False,,244
trc_061,sayma,qwen2.5-coder:1.5b,en,5,4,0.8,1.0,True,4,6,6,False,,72
trc_062,sayma,qwen2.5-coder:1.5b,tr,5,5,1.0,1.0,True,6,6,6,True,,360
trc_062,sayma,qwen2.5-coder:1.5b,en,5,5,1.0,1.0,True,6,6,6,True,,103
trc_001,diziler,qwen2.5-coder:3b,tr,5,1,0.2,1.0,True,2,6,6,False,,141
trc_001,diziler,qwen2.5-coder:3b,en,5,1,0.2,1.0,True,2,6,6,False,,47
trc_002,string,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,113
trc_002,string,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,26
trc_003,matematik,qwen2.5-coder:3b,tr,5,4,0.8,1.0,True,2,6,6,False,,124
trc_003,matematik,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,63
trc_004,diziler,qwen2.5-coder:3b,tr,5,4,0.8,1.0,True,2,6,6,False,,96
trc_004,diziler,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,66
trc_005,string,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,35
trc_005,string,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,33
trc_006,matematik,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,33
trc_006,matematik,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,30
trc_007,diziler,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,80
trc_007,diziler,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,29
trc_008,string,qwen2.5-coder:3b,tr,5,4,0.8,1.0,True,5,6,6,False,,105
trc_008,string,qwen2.5-coder:3b,en,5,2,0.4,1.0,True,5,6,6,False,,51
trc_009,matematik,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,78
trc_009,matematik,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,40
trc_010,mantik,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,112
trc_010,mantik,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,75
trc_011,mantik,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,90
trc_011,mantik,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,45
trc_012,mantik,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,65
trc_012,mantik,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,46
trc_013,mantik,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,75
trc_013,mantik,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,80
trc_014,ozyineleme,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,95
trc_014,ozyineleme,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,57
trc_015,ozyineleme,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,84
trc_015,ozyineleme,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,76
trc_016,ozyineleme,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,82
trc_016,ozyineleme,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,62
trc_017,ozyineleme,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,143
trc_017,ozyineleme,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,35
trc_018,sayma,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,30
trc_018,sayma,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,37
trc_019,sayma,qwen2.5-coder:3b,tr,5,1,0.2,1.0,True,3,6,6,False,,190
trc_019,sayma,qwen2.5-coder:3b,en,5,1,0.2,1.0,True,4,6,6,False,,80
trc_020,sayma,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,116
trc_020,sayma,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,108
trc_021,diziler,qwen2.5-coder:3b,tr,5,0,0.0,0.0,True,2,2,6,True,,134
trc_021,diziler,qwen2.5-coder:3b,en,5,0,0.0,0.0,True,1,2,6,False,,44
trc_022,diziler,qwen2.5-coder:3b,tr,5,0,0.0,0.0,True,5,5,6,True,,136
trc_022,diziler,qwen2.5-coder:3b,en,5,0,0.0,0.0,True,0,5,6,False,,76
trc_023,ozyineleme,qwen2.5-coder:3b,tr,5,3,0.6,1.0,True,1,6,6,False,,128
trc_023,ozyineleme,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,30
trc_024,mantik,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,83
trc_024,mantik,qwen2.5-coder:3b,en,5,5,1.0,1.0,True,6,6,6,True,,62
trc_025,string,qwen2.5-coder:3b,tr,5,5,1.0,1.0,True,6,6,6,True,,121
